PCA_GHG_Bio,Composite_Water,grouping,sex,diet_group,age_group
3.843,3.434,meat 100+_male_30-39,male,meat100,30-39
3.887,3.262,meat 100+_male_40-49,male,meat100,40-49
3.955,3.445,meat 100+_male_50-59,male,meat100,50-59
4.000,3.615,meat 100+_male_60-69,male,meat100,60-69
4.243,3.771,meat 100+_male_70-79,male,meat100,70-79
2.688,2.237,meat50-99_female_20-29,female,meat,20-29
2.749,2.263,meat50-99_female_30-39,female,meat,30-39
2.822,2.352,meat50-99_female_40-49,female,meat,40-49
2.811,2.451,meat50-99_female_50-59,female,meat,50-59
2.849,2.589,meat50-99_female_60-69,female,meat,60-69
2.945,2.735,meat50-99_female_70-79,female,meat,70-79
2.963,2.490,meat50-99_male_20-29,male,meat,20-29
3.038,2.493,meat50-99_male_30-39,male,meat,30-39
2.994,2.391,meat50-99_male_40-49,male,meat,40-49
2.930,2.478,meat50-99_male_50-59,male,meat,50-59
2.984,2.541,meat50-99_male_60-69,male,meat,60-69
3.135,2.683,meat50-99_male_70-79,male,meat,70-79
0.337,0.742,vegan_female_20-29,female,vegan,20-29
0.423,0.722,vegan_female_30-39,female,vegan,30-39
0.530,0.980,vegan_female_40-49,female,vegan,40-49
0.389,1.107,vegan_female_50-59,female,vegan,50-59
0.451,1.150,vegan_female_60-69,female,vegan,60-69
0.581,1.118,vegan_female_70-79,female,vegan,70-79
0.544,1.075,vegan_male_20-29,male,vegan,20-29
0.466,0.993,vegan_male_30-39,male,vegan,30-39
0.473,0.925,vegan_male_40-49,male,vegan,40-49
0.420,0.928,vegan_male_50-59,male,vegan,50-59
0.386,1.327,vegan_male_60-69,male,vegan,60-69
0.497,1.081,vegan_male_70-79,male,vegan,70-79
2.242,1.159,veggie_female_20-29,female,veggie,20-29
2.239,1.182,veggie_female_30-39,female,veggie,30-39
2.219,1.247,veggie_female_40-49,female,veggie,40-49
2.129,1.389,veggie_female_50-59,female,veggie,50-59
2.237,1.485,veggie_female_60-69,female,veggie,60-69
2.422,1.642,veggie_female_70-79,female,veggie,70-79
2.731,1.467,veggie_male_20-29,male,veggie,20-29
2.578,1.406,veggie_male_30-39,male,veggie,30-39
2.405,1.354,veggie_male_40-49,male,veggie,40-49
2.253,1.427,veggie_male_50-59,male,veggie,50-59
2.294,1.512,veggie_male_60-69,male,veggie,60-69
2.575,1.711,veggie_male_70-79,male,veggie,70-79
2.622,2.754,fish_female_20-29,female,fish,20-29
2.504,2.701,fish_female_30-39,female,fish,30-39
2.615,2.639,fish_female_40-49,female,fish,40-49
2.724,2.829,fish_female_50-59,female,fish,50-59
2.688,2.933,fish_female_60-69,female,fish,60-69
2.180,2.900,fish_female_70-79,female,fish,70-79
2.981,3.189,fish_male_20-29,male,fish,20-29
2.747,3.085,fish_male_30-39,male,fish,30-39
2.551,2.756,fish_male_40-49,male,fish,40-49
2.861,2.780,fish_male_50-59,male,fish,50-59
2.447,2.863,fish_male_60-69,male,fish,60-69
2.563,3.040,fish_male_70-79,male,fish,70-79
2.701,2.705,meat <50_female_20-29,female,meat50,20-29
2.601,2.783,meat <50_female_30-39,female,meat50,30-39
2.674,2.793,meat <50_female_40-49,female,meat50,40-49
2.888,2.966,meat <50_female_50-59,female,meat50,50-59
2.808,2.972,meat <50_female_60-69,female,meat50,60-69
2.506,2.993,meat <50_female_70-79,female,meat50,70-79
2.844,2.832,meat <50_male_20-29,male,meat50,20-29
2.718,3.068,meat <50_male_30-39,male,meat50,30-39
2.791,2.830,meat <50_male_40-49,male,meat50,40-49
2.946,2.863,meat <50_male_50-59,male,meat50,50-59
2.622,2.943,meat <50_male_60-69,male,meat50,60-69
3.022,2.937,meat <50_male_70-79,male,meat50,70-79
3.725,4.513,meat 100+_female_20-29,female,meat100,20-29
3.504,4.408,meat 100+_female_30-39,female,meat100,30-39
3.795,4.214,meat 100+_female_40-49,female,meat100,40-49
3.842,4.222,meat 100+_female_50-59,female,meat100,50-59
3.851,4.266,meat 100+_female_60-69,female,meat100,60-69
3.553,4.247,meat 100+_female_70-79,female,meat100,70-79
4.129,5.130,meat 100+_male_20-29,male,meat100,20-29
3.870,4.669,meat 100+_male_30-39,male,meat100,30-39
3.823,4.239,meat 100+_male_40-49,male,meat100,40-49
3.704,4.310,meat 100+_male_50-59,male,meat100,50-59
3.519,4.254,meat 100+_male_60-69,male,meat100,60-69
3.700,4.302,meat 100+_male_70-79,male,meat100,70-79
2.903,3.564,meat50-99_female_20-29,female,meat,20-29
2.901,3.489,meat50-99_female_30-39,female,meat,30-39
3.090,3.440,meat50-99_female_40-49,female,meat,40-49
3.152,3.463,meat50-99_female_50-59,female,meat,50-59
3.189,3.645,meat50-99_female_60-69,female,meat,60-69
2.886,3.624,meat50-99_female_70-79,female,meat,70-79
3.392,3.890,meat50-99_male_20-29,male,meat,20-29
3.144,3.742,meat50-99_male_30-39,male,meat,30-39
3.259,3.419,meat50-99_male_40-49,male,meat,40-49
3.272,3.485,meat50-99_male_50-59,male,meat,50-59
3.122,3.492,meat50-99_male_60-69,male,meat,60-69
3.092,3.475,meat50-99_male_70-79,male,meat,70-79
0.380,1.013,vegan_female_20-29,female,vegan,20-29
0.478,1.052,vegan_female_30-39,female,vegan,30-39
0.608,1.221,vegan_female_40-49,female,vegan,40-49
0.452,1.329,vegan_female_50-59,female,vegan,50-59
0.465,1.450,vegan_female_60-69,female,vegan,60-69
0.789,1.499,vegan_female_70-79,female,vegan,70-79
0.633,1.436,vegan_male_20-29,male,vegan,20-29
0.550,1.191,vegan_male_30-39,male,vegan,30-39
0.599,1.123,vegan_male_40-49,male,vegan,40-49
0.440,1.099,vegan_male_50-59,male,vegan,50-59
0.329,1.637,vegan_male_60-69,male,vegan,60-69
0.336,1.411,vegan_male_70-79,male,vegan,70-79
2.419,1.506,veggie_female_20-29,female,veggie,20-29
2.382,1.502,veggie_female_30-39,female,veggie,30-39
2.479,1.542,veggie_female_40-49,female,veggie,40-49
2.423,1.651,veggie_female_50-59,female,veggie,50-59
2.335,1.754,veggie_female_60-69,female,veggie,60-69
1.887,1.747,veggie_female_70-79,female,veggie,70-79
2.746,1.776,veggie_male_20-29,male,veggie,20-29
2.689,1.655,veggie_male_30-39,male,veggie,30-39
2.411,1.601,veggie_male_40-49,male,veggie,40-49
2.282,1.594,veggie_male_50-59,male,veggie,50-59
1.999,1.686,veggie_male_60-69,male,veggie,60-69
2.071,1.923,veggie_male_70-79,male,veggie,70-79
1.571,2.477,fish_female_20-29,female,fish,20-29
1.631,2.614,fish_female_30-39,female,fish,30-39
1.660,2.635,fish_female_40-49,female,fish,40-49
1.667,2.798,fish_female_50-59,female,fish,50-59
1.721,2.887,fish_female_60-69,female,fish,60-69
1.610,2.922,fish_female_70-79,female,fish,70-79
1.952,3.205,fish_male_20-29,male,fish,20-29
1.823,3.007,fish_male_30-39,male,fish,30-39
1.773,2.956,fish_male_40-49,male,fish,40-49
1.775,2.898,fish_male_50-59,male,fish,50-59
1.702,2.947,fish_male_60-69,male,fish,60-69
1.738,3.224,fish_male_70-79,male,fish,70-79
1.686,2.443,meat <50_female_20-29,female,meat50,20-29
1.751,2.559,meat <50_female_30-39,female,meat50,30-39
1.837,2.543,meat <50_female_40-49,female,meat50,40-49
1.889,2.579,meat <50_female_50-59,female,meat50,50-59
1.956,2.600,meat <50_female_60-69,female,meat50,60-69
1.917,2.555,meat <50_female_70-79,female,meat50,70-79
1.924,2.564,meat <50_male_20-29,male,meat50,20-29
1.988,2.858,meat <50_male_30-39,male,meat50,30-39
1.995,2.790,meat <50_male_40-49,male,meat50,40-49
2.009,2.650,meat <50_male_50-59,male,meat50,50-59
1.922,2.647,meat <50_male_60-69,male,meat50,60-69
1.994,2.780,meat <50_male_70-79,male,meat50,70-79
2.945,3.822,meat 100+_female_20-29,female,meat100,20-29
3.052,3.868,meat 100+_female_30-39,female,meat100,30-39
3.236,3.797,meat 100+_female_40-49,female,meat100,40-49
3.296,3.827,meat 100+_female_50-59,female,meat100,50-59
3.249,3.887,meat 100+_female_60-69,female,meat100,60-69
3.280,4.009,meat 100+_female_70-79,female,meat100,70-79
3.654,4.414,meat 100+_male_20-29,male,meat100,20-29
3.325,4.288,meat 100+_male_30-39,male,meat100,30-39
3.409,3.995,meat 100+_male_40-49,male,meat100,40-49
3.419,4.051,meat 100+_male_50-59,male,meat100,50-59
3.293,4.016,meat 100+_male_60-69,male,meat100,60-69
3.380,4.151,meat 100+_male_70-79,male,meat100,70-79
2.153,2.920,meat50-99_female_20-29,female,meat,20-29
2.260,2.934,meat50-99_female_30-39,female,meat,30-39
2.386,2.902,meat50-99_female_40-49,female,meat,40-49
2.409,2.907,meat50-99_female_50-59,female,meat,50-59
2.399,2.997,meat50-99_female_60-69,female,meat,60-69
2.352,3.138,meat50-99_female_70-79,female,meat,70-79
2.427,3.309,meat50-99_male_20-29,male,meat,20-29
2.533,3.292,meat50-99_male_30-39,male,meat,30-39
2.565,3.100,meat50-99_male_40-49,male,meat,40-49
2.477,3.074,meat50-99_male_50-59,male,meat,50-59
2.474,3.054,meat50-99_male_60-69,male,meat,60-69
2.417,3.076,meat50-99_male_70-79,male,meat,70-79
0.277,2.245,vegan_female_20-29,female,vegan,20-29
0.372,2.428,vegan_female_30-39,female,vegan,30-39
0.503,2.839,vegan_female_40-49,female,vegan,40-49
0.419,2.679,vegan_female_50-59,female,vegan,50-59
0.475,2.768,vegan_female_60-69,female,vegan,60-69
0.553,2.973,vegan_female_70-79,female,vegan,70-79
0.491,2.680,vegan_male_20-29,male,vegan,20-29
0.449,2.710,vegan_male_30-39,male,vegan,30-39
0.482,2.792,vegan_male_40-49,male,vegan,40-49
0.382,2.508,vegan_male_50-59,male,vegan,50-59
0.265,3.191,vegan_male_60-69,male,vegan,60-69
0.345,3.118,vegan_male_70-79,male,vegan,70-79
1.361,1.946,veggie_female_20-29,female,veggie,20-29
1.429,2.055,veggie_female_30-39,female,veggie,30-39
1.474,2.152,veggie_female_40-49,female,veggie,40-49
1.469,2.253,veggie_female_50-59,female,veggie,50-59
1.492,2.360,veggie_female_60-69,female,veggie,60-69
1.440,2.405,veggie_female_70-79,female,veggie,70-79
1.664,2.315,veggie_male_20-29,male,veggie,20-29
1.642,2.362,veggie_male_30-39,male,veggie,30-39
1.541,2.401,veggie_male_40-49,male,veggie,40-49
1.439,2.335,veggie_male_50-59,male,veggie,50-59
1.428,2.436,veggie_male_60-69,male,veggie,60-69
1.452,2.591,veggie_male_70-79,male,veggie,70-79
2.014,1.904,fish_female_20-29,female,fish,20-29
1.946,2.017,fish_female_30-39,female,fish,30-39
2.099,2.067,fish_female_40-49,female,fish,40-49
2.308,2.246,fish_female_50-59,female,fish,50-59
2.336,2.357,fish_female_60-69,female,fish,60-69
1.870,2.284,fish_female_70-79,female,fish,70-79
2.183,2.380,fish_male_20-29,male,fish,20-29
1.991,2.194,fish_male_30-39,male,fish,30-39
1.938,2.188,fish_male_40-49,male,fish,40-49
2.345,2.197,fish_male_50-59,male,fish,50-59
2.046,2.223,fish_male_60-69,male,fish,60-69
2.285,2.438,fish_male_70-79,male,fish,70-79
2.404,1.821,meat <50_female_20-29,female,meat50,20-29
2.397,1.943,meat <50_female_30-39,female,meat50,30-39
2.563,1.934,meat <50_female_40-49,female,meat50,40-49
2.899,2.041,meat <50_female_50-59,female,meat50,50-59
2.872,2.072,meat <50_female_60-69,female,meat50,60-69
2.637,2.026,meat <50_female_70-79,female,meat50,70-79
2.380,1.811,meat <50_male_20-29,male,meat50,20-29
2.391,2.084,meat <50_male_30-39,male,meat50,30-39
2.570,1.963,meat <50_male_40-49,male,meat50,40-49
2.805,1.901,meat <50_male_50-59,male,meat50,50-59
2.710,1.950,meat <50_male_60-69,male,meat50,60-69
3.164,2.060,meat <50_male_70-79,male,meat50,70-79
5.571,2.344,meat 100+_female_20-29,female,meat100,20-29
5.461,2.326,meat 100+_female_30-39,female,meat100,30-39
6.341,2.280,meat 100+_female_40-49,female,meat100,40-49
6.686,2.346,meat 100+_female_50-59,female,meat100,50-59
6.779,2.441,meat 100+_female_60-69,female,meat100,60-69
6.732,2.464,meat 100+_female_70-79,female,meat100,70-79
6.213,2.592,meat 100+_male_20-29,male,meat100,20-29
5.748,2.495,meat 100+_male_30-39,male,meat100,30-39
6.080,2.250,meat 100+_male_40-49,male,meat100,40-49
6.314,2.345,meat 100+_male_50-59,male,meat100,50-59
6.126,2.432,meat 100+_male_60-69,male,meat100,60-69
6.772,2.513,meat 100+_male_70-79,male,meat100,70-79
3.267,2.028,meat50-99_female_20-29,female,meat,20-29
3.358,2.036,meat50-99_female_30-39,female,meat,30-39
3.786,2.005,meat50-99_female_40-49,female,meat,40-49
4.014,2.082,meat50-99_female_50-59,female,meat,50-59
4.048,2.191,meat50-99_female_60-69,female,meat,60-69
3.813,2.261,meat50-99_female_70-79,female,meat,70-79
3.431,2.243,meat50-99_male_20-29,male,meat,20-29
3.347,2.188,meat50-99_male_30-39,male,meat,30-39
3.753,1.963,meat50-99_male_40-49,male,meat,40-49
4.028,2.045,meat50-99_male_50-59,male,meat,50-59
4.028,2.087,meat50-99_male_60-69,male,meat,60-69
4.196,2.141,meat50-99_male_70-79,male,meat,70-79
0.139,1.087,vegan_female_20-29,female,vegan,20-29
0.178,1.281,vegan_female_30-39,female,vegan,30-39
0.255,1.538,vegan_female_40-49,female,vegan,40-49
0.214,1.374,vegan_female_50-59,female,vegan,50-59
0.234,1.521,vegan_female_60-69,female,vegan,60-69
0.499,1.746,vegan_female_70-79,female,vegan,70-79
0.326,1.282,vegan_male_20-29,male,vegan,20-29
0.243,1.289,vegan_male_30-39,male,vegan,30-39
0.230,1.418,vegan_male_40-49,male,vegan,40-49
0.244,1.129,vegan_male_50-59,male,vegan,50-59
0.158,1.686,vegan_male_60-69,male,vegan,60-69
0.220,1.560,vegan_male_70-79,male,vegan,70-79
1.728,1.373,veggie_female_20-29,female,veggie,20-29
1.703,1.460,veggie_female_30-39,female,veggie,30-39
1.879,1.554,veggie_female_40-49,female,veggie,40-49
1.893,1.662,veggie_female_50-59,female,veggie,50-59
1.837,1.727,veggie_female_60-69,female,veggie,60-69
1.391,1.695,veggie_female_70-79,female,veggie,70-79
1.870,1.588,veggie_male_20-29,male,veggie,20-29
1.820,1.559,veggie_male_30-39,male,veggie,30-39
1.721,1.564,veggie_male_40-49,male,veggie,40-49
1.725,1.494,veggie_male_50-59,male,veggie,50-59
1.449,1.605,veggie_male_60-69,male,veggie,60-69
1.597,1.686,veggie_male_70-79,male,veggie,70-79
1.430,1.441,fish_female_20-29,female,fish,20-29
1.362,1.435,fish_female_30-39,female,fish,30-39
1.353,1.386,fish_female_40-49,female,fish,40-49
1.355,1.468,fish_female_50-59,female,fish,50-59
1.419,1.547,fish_female_60-69,female,fish,60-69
1.354,1.580,fish_female_70-79,female,fish,70-79
1.703,1.721,fish_male_20-29,male,fish,20-29
1.557,1.588,fish_male_30-39,male,fish,30-39
1.449,1.480,fish_male_40-49,male,fish,40-49
1.420,1.474,fish_male_50-59,male,fish,50-59
1.409,1.542,fish_male_60-69,male,fish,60-69
1.547,1.741,fish_male_70-79,male,fish,70-79
1.528,1.480,meat <50_female_20-29,female,meat50,20-29
1.468,1.515,meat <50_female_30-39,female,meat50,30-39
1.466,1.506,meat <50_female_40-49,female,meat50,40-49
1.514,1.579,meat <50_female_50-59,female,meat50,50-59
1.546,1.641,meat <50_female_60-69,female,meat50,60-69
1.491,1.656,meat <50_female_70-79,female,meat50,70-79
1.703,1.579,meat <50_male_20-29,male,meat50,20-29
1.638,1.682,meat <50_male_30-39,male,meat50,30-39
1.565,1.581,meat <50_male_40-49,male,meat50,40-49
1.605,1.588,meat <50_male_50-59,male,meat50,50-59
1.529,1.619,meat <50_male_60-69,male,meat50,60-69
1.711,1.634,meat <50_male_70-79,male,meat50,70-79
2.737,2.741,meat 100+_female_20-29,female,meat100,20-29
2.691,2.782,meat 100+_female_30-39,female,meat100,30-39
2.812,2.630,meat 100+_female_40-49,female,meat100,40-49
2.874,2.620,meat 100+_female_50-59,female,meat100,50-59
2.845,2.649,meat 100+_female_60-69,female,meat100,60-69
2.959,2.666,meat 100+_female_70-79,female,meat100,70-79
3.408,3.285,meat 100+_male_20-29,male,meat100,20-29
3.063,2.914,meat 100+_male_30-39,male,meat100,30-39
3.051,2.682,meat 100+_male_40-49,male,meat100,40-49
2.975,2.726,meat 100+_male_50-59,male,meat100,50-59
2.910,2.657,meat 100+_male_60-69,male,meat100,60-69
3.141,2.721,meat 100+_male_70-79,male,meat100,70-79
1.858,2.037,meat50-99_female_20-29,female,meat,20-29
1.867,2.001,meat50-99_female_30-39,female,meat,30-39
1.921,1.971,meat50-99_female_40-49,female,meat,40-49
1.925,1.966,meat50-99_female_50-59,female,meat,50-59
1.946,2.038,meat50-99_female_60-69,female,meat,60-69
1.962,2.038,meat50-99_female_70-79,female,meat,70-79
2.161,2.235,meat50-99_male_20-29,male,meat,20-29
2.115,2.225,meat50-99_male_30-39,male,meat,30-39
2.104,2.011,meat50-99_male_40-49,male,meat,40-49
2.005,2.016,meat50-99_male_50-59,male,meat,50-59
2.037,2.044,meat50-99_male_60-69,male,meat,60-69
2.086,2.019,meat50-99_male_70-79,male,meat,70-79
0.213,0.411,vegan_female_20-29,female,vegan,20-29
0.296,0.445,vegan_female_30-39,female,vegan,30-39
0.343,0.522,vegan_female_40-49,female,vegan,40-49
0.243,0.557,vegan_female_50-59,female,vegan,50-59
0.321,0.634,vegan_female_60-69,female,vegan,60-69
0.492,0.684,vegan_female_70-79,female,vegan,70-79
0.424,0.658,vegan_male_20-29,male,vegan,20-29
0.344,0.493,vegan_male_30-39,male,vegan,30-39
0.354,0.445,vegan_male_40-49,male,vegan,40-49
0.263,0.457,vegan_male_50-59,male,vegan,50-59
0.290,0.593,vegan_male_60-69,male,vegan,60-69
0.275,0.582,vegan_male_70-79,male,vegan,70-79
1.253,0.916,veggie_female_20-29,female,veggie,20-29
1.230,0.915,veggie_female_30-39,female,veggie,30-39
1.200,0.914,veggie_female_40-49,female,veggie,40-49
1.185,0.960,veggie_female_50-59,female,veggie,50-59
1.225,1.018,veggie_female_60-69,female,veggie,60-69
1.198,1.082,veggie_female_70-79,female,veggie,70-79
1.482,1.107,veggie_male_20-29,male,veggie,20-29
1.440,1.051,veggie_male_30-39,male,veggie,30-39
1.283,0.988,veggie_male_40-49,male,veggie,40-49
1.194,0.976,veggie_male_50-59,male,veggie,50-59
1.169,1.024,veggie_male_60-69,male,veggie,60-69
1.269,1.204,veggie_male_70-79,male,veggie,70-79
3.914,1.712,fish_female_20-29,female,fish,20-29
3.944,1.758,fish_female_30-39,female,fish,30-39
3.646,1.719,fish_female_40-49,female,fish,40-49
3.198,1.790,fish_female_50-59,female,fish,50-59
3.476,1.944,fish_female_60-69,female,fish,60-69
3.399,1.971,fish_female_70-79,female,fish,70-79
5.074,2.098,fish_male_20-29,male,fish,20-29
4.319,2.008,fish_male_30-39,male,fish,30-39
4.157,1.885,fish_male_40-49,male,fish,40-49
3.535,1.836,fish_male_50-59,male,fish,50-59
3.890,1.940,fish_male_60-69,male,fish,60-69
3.573,2.106,fish_male_70-79,male,fish,70-79
3.985,1.710,meat <50_female_20-29,female,meat50,20-29
4.038,1.852,meat <50_female_30-39,female,meat50,30-39
3.979,1.832,meat <50_female_40-49,female,meat50,40-49
3.840,1.904,meat <50_female_50-59,female,meat50,50-59
4.101,2.015,meat <50_female_60-69,female,meat50,60-69
4.120,2.078,meat <50_female_70-79,female,meat50,70-79
4.891,1.859,meat <50_male_20-29,male,meat50,20-29
4.798,2.141,meat <50_male_30-39,male,meat50,30-39
4.453,1.925,meat <50_male_40-49,male,meat50,40-49
4.326,1.909,meat <50_male_50-59,male,meat50,50-59
4.255,1.990,meat <50_male_60-69,male,meat50,60-69
4.202,2.101,meat <50_male_70-79,male,meat50,70-79
6.443,2.986,meat 100+_female_20-29,female,meat100,20-29
6.764,3.009,meat 100+_female_30-39,female,meat100,30-39
6.995,2.894,meat 100+_female_40-49,female,meat100,40-49
7.045,2.981,meat 100+_female_50-59,female,meat100,50-59
6.830,3.035,meat 100+_female_60-69,female,meat100,60-69
7.235,3.183,meat 100+_female_70-79,female,meat100,70-79
8.417,3.424,meat 100+_male_20-29,male,meat100,20-29
7.188,3.192,meat 100+_male_30-39,male,meat100,30-39
7.499,2.861,meat 100+_male_40-49,male,meat100,40-49
7.695,3.032,meat 100+_male_50-59,male,meat100,50-59
7.220,3.122,meat 100+_male_60-69,male,meat100,60-69
7.470,3.238,meat 100+_male_70-79,male,meat100,70-79
4.949,2.331,meat50-99_female_20-29,female,meat,20-29
5.033,2.330,meat50-99_female_30-39,female,meat,30-39
5.113,2.302,meat50-99_female_40-49,female,meat,40-49
5.017,2.355,meat50-99_female_50-59,female,meat,50-59
4.897,2.483,meat50-99_female_60-69,female,meat,60-69
4.972,2.538,meat50-99_female_70-79,female,meat,70-79
5.728,2.526,meat50-99_male_20-29,male,meat,20-29
5.735,2.515,meat50-99_male_30-39,male,meat,30-39
5.718,2.309,meat50-99_male_40-49,male,meat,40-49
5.174,2.290,meat50-99_male_50-59,male,meat,50-59
5.526,2.418,meat50-99_male_60-69,male,meat,60-69
5.255,2.435,meat50-99_male_70-79,male,meat,70-79
0.260,0.650,vegan_female_20-29,female,vegan,20-29
0.354,0.710,vegan_female_30-39,female,vegan,30-39
0.429,0.818,vegan_female_40-49,female,vegan,40-49
0.244,0.760,vegan_female_50-59,female,vegan,50-59
0.372,0.861,vegan_female_60-69,female,vegan,60-69
0.456,1.001,vegan_female_70-79,female,vegan,70-79
0.448,1.052,vegan_male_20-29,male,vegan,20-29
0.349,0.865,vegan_male_30-39,male,vegan,30-39
0.357,0.775,vegan_male_40-49,male,vegan,40-49
0.291,0.750,vegan_male_50-59,male,vegan,50-59
0.222,1.118,vegan_male_60-69,male,vegan,60-69
0.290,0.895,vegan_male_70-79,male,vegan,70-79
3.714,1.153,veggie_female_20-29,female,veggie,20-29
3.635,1.199,veggie_female_30-39,female,veggie,30-39
3.334,1.203,veggie_female_40-49,female,veggie,40-49
3.192,1.249,veggie_female_50-59,female,veggie,50-59
3.251,1.342,veggie_female_60-69,female,veggie,60-69
3.338,1.435,veggie_female_70-79,female,veggie,70-79
4.526,1.446,veggie_male_20-29,male,veggie,20-29
4.172,1.393,veggie_male_30-39,male,veggie,30-39
3.734,1.346,veggie_male_40-49,male,veggie,40-49
3.295,1.287,veggie_male_50-59,male,veggie,50-59
3.308,1.372,veggie_male_60-69,male,veggie,60-69
3.568,1.603,veggie_male_70-79,male,veggie,70-79
1.296,1.638,fish_female_20-29,female,fish,20-29
1.363,1.625,fish_female_30-39,female,fish,30-39
1.386,1.523,fish_female_40-49,female,fish,40-49
1.396,1.530,fish_female_50-59,female,fish,50-59
